run_id,status,result,dataset,model,embedding,n_Gain,n_Start,run,last_cycle
GFP_blosum50_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,rf,blosum50,20,1000,6,14
RASK_one_hot_elastic_net_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,elastic_net,one_hot,100,200,4,3
GFP_georgiev_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,fnn,georgiev,50,500,6,18
GFP_one_hot_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,elastic_net,one_hot,100,3000,1,1
GFP_georgiev_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,GFP,fnn,georgiev,20,200,7,11
PHOT_one_hot_linear_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,linear,one_hot,100,3000,2,19
RASK_one_hot_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,svr,one_hot,50,1000,3,5
YAP1_one_hot_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,YAP1,rf,one_hot,20,1000,10,40
GFP_blosum50_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,rf,blosum50,10,500,8,9
PHOT_blosum50_linear_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,linear,blosum50,20,500,10,13
GFP_one_hot_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,GFP,elastic_net,one_hot,10,100,1,10
RASK_blosum90_fnn_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,fnn,blosum90,20,100,10,15
GFP_blosum50_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,GFP,rf,blosum50,10,200,10,24
PHOT_georgiev_lightgbm_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,lightgbm,georgiev,50,1000,7,18
GFP_blosum50_fnn_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,fnn,blosum50,20,3000,2,16
GFP_blosum90_fnn_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,fnn,blosum90,100,200,4,5
YAP1_blosum90_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,running,open,YAP1,svr,blosum90,10,3000,8,5
RASK_georgiev_elastic_net_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,elastic_net,georgiev,100,200,9,3
RASK_one_hot_linear_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,linear,one_hot,50,1000,1,4
GFP_georgiev_linear_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,linear,georgiev,100,200,8,2
PHOT_one_hot_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,rf,one_hot,20,1000,1,37
YAP1_georgiev_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,svr,georgiev,10,3000,3,3
YAP1_blosum50_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,YAP1,rf,blosum50,20,1000,2,40
YAP1_georgiev_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,fnn,georgiev,50,500,2,7
PHOT_blosum50_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,elastic_net,blosum50,100,1000,7,10
RASK_one_hot_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,rf,one_hot,10,500,8,25
YAP1_georgiev_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,YAP1,fnn,georgiev,20,200,3,10
PHOT_blosum50_linear_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,linear,blosum50,10,100,6,23
YAP1_one_hot_fnn_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,fnn,one_hot,50,1000,4,3
GFP_blosum90_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,svr,blosum90,20,3000,6,1
GFP_georgiev_elastic_net_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,elastic_net,georgiev,10,3000,9,3
YAP1_blosum90_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,YAP1,linear,blosum90,10,500,9,10
PHOT_one_hot_linear_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,linear,one_hot,100,500,2,10
PHOT_georgiev_svr_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,svr,georgiev,50,200,6,10
YAP1_georgiev_lightgbm_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,lightgbm,georgiev,100,3000,5,1
PHOT_georgiev_svr_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,svr,georgiev,20,500,7,10
PHOT_blosum90_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,lightgbm,blosum90,50,3000,8,11
RASK_georgiev_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,svr,georgiev,20,200,1,24
PHOT_one_hot_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,elastic_net,one_hot,10,500,9,21
YAP1_blosum90_elastic_net_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,elastic_net,blosum90,10,3000,10,1
PHOT_georgiev_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,svr,georgiev,50,1000,9,14
RASK_georgiev_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,RASK,fnn,georgiev,50,3000,3,10
PHOT_georgiev_fnn_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,fnn,georgiev,100,3000,7,24
YAP1_blosum90_elastic_net_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,YAP1,elastic_net,blosum90,100,200,8,3
RASK_blosum50_svr_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,svr,blosum50,100,500,2,8
PHOT_blosum50_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,svr,blosum50,10,3000,10,15
GFP_georgiev_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,lightgbm,georgiev,50,3000,8,2
PHOT_one_hot_rf_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,rf,one_hot,10,1000,7,35
YAP1_georgiev_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,YAP1,svr,georgiev,20,3000,5,21
GFP_one_hot_elastic_net_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,elastic_net,one_hot,20,200,2,3
GFP_one_hot_elastic_net_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,elastic_net,one_hot,50,500,3,1
RASK_blosum50_svr_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,svr,blosum50,20,1000,10,13
GFP_georgiev_lightgbm_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,lightgbm,georgiev,100,100,10,1
GFP_blosum50_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,fnn,blosum50,10,3000,4,10
GFP_georgiev_fnn_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,GFP,fnn,georgiev,10,100,4,17
GFP_one_hot_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,fnn,one_hot,50,200,10,4
GFP_georgiev_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,GFP,rf,georgiev,100,1000,3,4
YAP1_blosum50_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,elastic_net,blosum50,50,3000,1,10
RASK_georgiev_svr_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,svr,georgiev,10,100,2,23
YAP1_georgiev_fnn_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,YAP1,fnn,georgiev,100,200,7,17
RASK_blosum50_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,rf,blosum50,10,200,8,26
YAP1_one_hot_rf_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,rf,one_hot,20,500,4,11
YAP1_one_hot_rf_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,rf,one_hot,50,200,5,21
YAP1_blosum50_rf_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,rf,blosum50,10,1000,4,2
RASK_one_hot_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,rf,one_hot,50,1000,2,2
RASK_blosum90_fnn_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,fnn,blosum90,100,500,6,7
GFP_blosum90_elastic_net_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,elastic_net,blosum90,50,500,10,4
RASK_blosum90_rf_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,rf,blosum90,10,1000,8,11
PHOT_blosum50_linear_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,linear,blosum50,20,200,5,11
PHOT_georgiev_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,rf,georgiev,10,500,9,21
YAP1_georgiev_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,YAP1,lightgbm,georgiev,50,100,9,16
GFP_blosum90_lightgbm_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,lightgbm,blosum90,50,1000,7,5
PHOT_blosum50_linear_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,linear,blosum50,50,500,4,10
PHOT_blosum50_fnn_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,fnn,blosum50,20,500,5,14
PHOT_blosum50_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,fnn,blosum50,50,200,4,30
PHOT_blosum50_rf_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,blosum50,100,100,5,28
PHOT_blosum90_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,running,open,PHOT,svr,blosum90,100,3000,4,28
PHOT_one_hot_rf_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,rf,one_hot,50,100,7,32
YAP1_blosum50_elastic_net_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,YAP1,elastic_net,blosum50,10,3000,9,2
RASK_blosum50_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,RASK,fnn,blosum50,20,200,3,15
GFP_blosum90_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,svr,blosum90,50,3000,8,1
RASK_blosum50_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,fnn,blosum50,50,500,2,3
RASK_georgiev_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,rf,georgiev,20,1000,2,34
RASK_one_hot_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,lightgbm,one_hot,50,3000,3,10
YAP1_blosum50_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,svr,blosum50,20,200,1,5
RASK_blosum50_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,running,open,RASK,svr,blosum50,10,3000,4,8
PHOT_blosum90_elastic_net_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,elastic_net,blosum90,50,1000,5,10
YAP1_blosum90_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,YAP1,svr,blosum90,100,3000,9,2
YAP1_one_hot_svr_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,svr,one_hot,20,100,7,3
GFP_georgiev_rf_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,rf,georgiev,20,100,7,13
PHOT_blosum90_lightgbm_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,lightgbm,blosum90,20,3000,6,12
GFP_blosum50_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,rf,blosum50,50,1000,8,2
PHOT_blosum50_fnn_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,fnn,blosum50,100,3000,3,27
GFP_one_hot_linear_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,linear,one_hot,50,200,7,7
PHOT_one_hot_svr_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,svr,one_hot,50,500,3,11
PHOT_georgiev_svr_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,svr,georgiev,10,1000,1,10
PHOT_one_hot_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,svr,one_hot,20,200,2,11
RASK_georgiev_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,RASK,rf,georgiev,10,500,4,22
GFP_one_hot_linear_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,linear,one_hot,20,500,6,13
PHOT_blosum50_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,blosum50,10,200,5,28
GFP_blosum50_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,GFP,svr,blosum50,20,200,5,19
PHOT_georgiev_lightgbm_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,lightgbm,georgiev,20,1000,9,25
GFP_blosum50_svr_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,svr,blosum50,50,500,4,2
PHOT_one_hot_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,PHOT,lightgbm,one_hot,20,500,7,14
YAP1_one_hot_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,linear,one_hot,10,500,7,2
RASK_georgiev_elastic_net_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,elastic_net,georgiev,50,100,1,17
RASK_blosum50_lightgbm_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,lightgbm,blosum50,20,1000,1,11
PHOT_one_hot_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,lightgbm,one_hot,50,200,6,19
GFP_georgiev_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,rf,georgiev,10,200,4,13
RASK_georgiev_rf_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,RASK,rf,georgiev,10,1000,4,11
YAP1_one_hot_svr_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,svr,one_hot,10,200,4,11
GFP_georgiev_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,elastic_net,georgiev,50,3000,1,3
RASK_blosum90_rf_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,rf,blosum90,50,200,10,8
GFP_blosum90_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,elastic_net,blosum90,100,3000,8,1
YAP1_blosum50_svr_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,svr,blosum50,10,100,2,4
YAP1_blosum90_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,lightgbm,blosum90,100,200,2,1
GFP_blosum50_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,linear,blosum50,10,500,2,24
GFP_one_hot_rf_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,rf,one_hot,50,100,2,8
YAP1_blosum50_rf_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,rf,blosum50,50,500,2,29
GFP_blosum90_lightgbm_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,GFP,lightgbm,blosum90,20,1000,9,16
PHOT_georgiev_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,lightgbm,georgiev,50,100,8,18
RASK_blosum50_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,running,open,RASK,svr,blosum50,20,3000,2,6
GFP_one_hot_linear_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,linear,one_hot,100,100,6,2
YAP1_blosum50_rf_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,YAP1,rf,blosum50,20,200,3,15
PHOT_one_hot_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,one_hot,10,500,5,22
PHOT_georgiev_svr_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,svr,georgiev,20,1000,7,10
PHOT_blosum50_elastic_net_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,elastic_net,blosum50,20,200,8,13
PHOT_one_hot_svr_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,svr,one_hot,100,1000,9,13
RASK_georgiev_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,RASK,elastic_net,georgiev,10,500,3,17
YAP1_one_hot_linear_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,linear,one_hot,50,100,5,5
PHOT_blosum50_elastic_net_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,elastic_net,blosum50,50,500,9,13
RASK_blosum90_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,RASK,linear,blosum90,10,200,9,11
GFP_blosum90_fnn_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,fnn,blosum90,10,100,8,17
GFP_blosum50_svr_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,GFP,svr,blosum50,10,100,6,21
PHOT_blosum50_rf_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,rf,blosum50,20,100,6,36
GFP_one_hot_fnn_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,fnn,one_hot,10,1000,8,6
GFP_georgiev_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,rf,georgiev,100,1000,10,1
RASK_blosum50_lightgbm_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,RASK,lightgbm,blosum50,10,1000,7,10
PHOT_one_hot_svr_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,svr,one_hot,10,100,1,13
RASK_one_hot_linear_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,RASK,linear,one_hot,10,1000,9,18
RASK_georgiev_rf_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,rf,georgiev,50,100,6,1
GFP_georgiev_lightgbm_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,lightgbm,georgiev,20,3000,6,2
PHOT_one_hot_linear_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,linear,one_hot,50,100,8,22
YAP1_blosum90_linear_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,linear,blosum90,20,500,10,1
RASK_blosum90_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,RASK,elastic_net,blosum90,10,100,9,18
YAP1_blosum90_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,fnn,blosum90,20,200,5,25
RASK_one_hot_fnn_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,fnn,one_hot,100,200,10,21
GFP_blosum90_lightgbm_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,lightgbm,blosum90,10,1000,5,5
YAP1_blosum90_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,fnn,blosum90,50,500,4,8
RASK_blosum50_lightgbm_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,lightgbm,blosum50,100,3000,7,5
YAP1_blosum50_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,elastic_net,blosum50,10,500,4,3
PHOT_blosum90_svr_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,svr,blosum90,20,500,1,22
YAP1_blosum50_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,YAP1,rf,blosum50,50,1000,6,15
YAP1_blosum50_lightgbm_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,YAP1,lightgbm,blosum50,10,200,6,12
PHOT_one_hot_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,elastic_net,one_hot,50,3000,10,10
PHOT_blosum50_rf_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,rf,blosum50,100,3000,1,24
RASK_blosum90_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,svr,blosum90,20,200,7,1
RASK_blosum50_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,fnn,blosum50,20,200,9,17
YAP1_blosum50_elastic_net_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,elastic_net,blosum50,10,3000,3,1
RASK_blosum50_svr_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,svr,blosum50,50,100,10,11
RASK_one_hot_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,RASK,lightgbm,one_hot,50,3000,9,10
RASK_georgiev_rf_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,rf,georgiev,20,1000,8,36
GFP_blosum90_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,svr,blosum90,50,3000,2,2
RASK_blosum50_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,fnn,blosum50,50,500,8,10
RASK_blosum90_lightgbm_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,lightgbm,blosum90,100,3000,6,4
GFP_blosum50_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,elastic_net,blosum50,100,100,10,3
RASK_blosum90_svr_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,RASK,svr,blosum90,50,500,6,19
GFP_blosum90_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,fnn,blosum90,20,200,1,3
PHOT_georgiev_lightgbm_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,lightgbm,georgiev,20,1000,3,10
GFP_blosum50_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,fnn,blosum50,50,3000,6,2
YAP1_blosum50_fnn_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,fnn,blosum50,100,3000,4,3
RASK_one_hot_linear_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,RASK,linear,one_hot,20,1000,5,16
PHOT_one_hot_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,one_hot,50,1000,5,23
GFP_georgiev_svr_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,svr,georgiev,100,500,7,1
PHOT_blosum50_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,elastic_net,blosum50,10,100,1,10
RASK_georgiev_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,RASK,linear,georgiev,20,100,4,19
GFP_blosum50_elastic_net_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,elastic_net,blosum50,100,500,6,1
YAP1_blosum90_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,YAP1,lightgbm,blosum90,50,100,6,6
GFP_one_hot_fnn_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,GFP,fnn,one_hot,20,1000,4,19
GFP_blosum50_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,rf,blosum50,50,1000,2,3
RASK_blosum90_elastic_net_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,elastic_net,blosum90,50,500,1,3
PHOT_one_hot_svr_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,svr,one_hot,50,500,9,10
